FEN;move;first_eval;is_capture;move_impact
8/3b4/2p3p1/2PP1kP1/1N3p2/6r1/2K2R2/8 b - - 2 55;f4f3;False;59;86
5r1k/Qp2r1pp/3p1p2/3P1n2/1PP2p2/5B1q/1B5P/3R1R1K w - - 2 33;f1f2;False;164;352
5r1k/Qp4pp/3p1p2/3P1n2/1PP2p2/4rB1q/1B3R1P/3R3K w - - 4 34;f3g2;False;-80;131
4Q3/8/6pk/5r1p/1p3P1P/2bK4/P7/8 b - - 4 52;f5a5;False;-11;142
5r1k/Qp4pp/3p1p2/3P4/1PP2pqn/4r3/1B3RBP/5RK1 w - - 10 37;b2c1;False;183;151
4r2k/Qp4pp/3p1p2/3P4/1PP2pqn/4r3/5RBP/2B2RK1 w - - 12 38;a7a2;False;116;222
2b5/2P5/6p1/2P3P1/4k3/5p2/2N1r3/3K1R2 b - - 10 65;c8g4;False;65;65
4r2k/1p4p1/3p1p1p/3P4/1PP3qn/4B3/Q4RpP/4R1K1 w - - 0 41;a2c2;False;375;118
4r2k/1p4p1/3p1p1p/3P4/1PP4n/4B2q/2Q2RpP/4R1K1 w - - 2 42;c4c5;False;307;197
4r2k/1p6/3p1p1p/2PP2p1/1P5n/4B2q/2Q2RpP/4R1K1 w - - 0 43;c5d6;True;409;160
4r3/2P5/2P3p1/6P1/2KN1kb1/5p2/8/5R2 b - - 16 74;f4g3;False;0;172
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq - 1 6;e1g1;False;29;65
r7/2P5/2P2Kp1/6P1/8/4k3/8/8 b - - 5 79;a8c8;False;527;488
rnbqk2r/pppp1ppp/8/4P3/4n3/2P5/P1PP2PP/R1BQKBNR w KQkq - 0 6;g1f3;False;284;252
r1bq1rk1/ppppnpbp/2n3p1/1B6/3NP3/2N1B3/PPP2PPP/R2Q1RK1 b - - 4 8;f7f5;False;-6;88
5K2/7r/4k3/8/6N1/8/8/8 b - - 4 88;h7h4;False;587;331
rnbq1rk1/pppp1ppp/8/4P3/4n3/2P2N2/P1PP2PP/R1BQKB1R w KQ - 2 7;f1e2;False;49;75
r1bq1rk1/pppp1ppp/2n5/4P3/4n3/2P2N2/P1PPB1PP/R1BQK2R w KQ - 4 8;c1b2;False;0;52
r1bqk1nr/pp3ppp/1b1p4/n1p5/3PP3/2NB1N2/P4PPP/R1BQ1RK1 w kq - 0 11;d4d5;False;174;102
1k3r2/1p3bR1/p2b1r2/3pp2p/3q3P/P1NP1P2/BP2Q3/K1R5 b - - 1 37;f7e6;False;218;51
r2qk1nr/pp3ppp/1b1p4/n1pP4/4P1b1/2NB1N2/P4PPP/R1BQ1RK1 w kq - 1 12;c3e2;False;181;225
r1bqk1nr/ppp2ppp/8/2bPp3/1nB5/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 6;c1a3;False;67;219
r2q1rk1/1pp1n1pp/p1bp1p2/2b1pP2/4P1PP/1PNP1N2/1PP5/R1BQK2R w KQ - 1 13;g4g5;False;51;73
r3k1nr/pp3ppp/1b1p2q1/n1pP2B1/4P1b1/3B1N2/P3NPPP/R2Q1RK1 w kq - 5 14;e2f4;False;481;580
r3qrk1/1pp1n1pp/p1bp1p2/2b1pPP1/4P2P/1PNP1N2/1PP5/R1BQK2R w KQ - 1 14;h4h5;False;45;160
r3k1nr/pp3ppp/1b1p4/n1pP2q1/4PNb1/3B1N2/P4PPP/R2Q1RK1 w kq - 0 15;d3b5;False;-85;87
r1bqk2r/p1p2ppp/1p3n2/2bPp3/1nB5/B4N2/P1PP1PPP/RN1Q1RK1 w kq - 2 8;d2d4;False;134;57
rn1qkb1r/ppp2ppp/5n2/3P1b2/4pP2/2N1Q3/PPPP2PP/R1B1KBNR w KQkq - 4 7;f1c4;False;-5;77
r3qrk1/1pp1n1pp/p1bp4/2b1pPpP/4P3/1PNP1N2/1PP5/R1BQK2R w KQ - 0 15;c1g5;True;-124;125
r2q1rk1/pppn1ppp/5n2/2bP1b2/2BPpP2/2N1QN2/PPP3PP/R1B1K2R w KQ - 1 10;f3h4;False;166;79
r2q1rk1/pppn1ppp/8/3P1N2/2B1pPn1/2N3Q1/PPP2bPP/R1B1K2R w KQ - 1 13;g3f2;True;32;94
r2q1rk1/pppn1ppp/8/3P1N2/2B1pP2/2N5/PPP2nPP/R1B1K2R w KQ - 0 14;e1f2;True;85;55
r1bq1r1k/ppp3bp/2np2p1/8/2B1NP2/4B1P1/PPPQ3P/4RRK1 b - - 4 16;c8f5;False;-30;55
3rr1k1/ppp2ppp/2nq4/8/3Pn1b1/2PB1N2/PBP3PP/R1Q2RK1 w - - 5 14;f3d2;False;64;64
5rnr/pp2kppp/1b1p4/nBpP2N1/4PN2/8/P4PPP/3R1RK1 w - - 1 18;d1e1;False;110;204
r1bq1k1r/p1p2ppp/1p3n2/2bn4/2BN4/B7/P1P2PPP/RN1QR1K1 w - - 0 11;a3c5;True;113;52
r1b2k1r/p4ppp/2pq1n2/2pn4/2B5/N4N2/P1P2PPP/R2QR1K1 w - - 0 14;d1d2;False;101;111
r1b2k1r/5ppp/2pq1n2/p1pn4/2B5/N4N2/P1PQ1PPP/R3R1K1 w - - 0 15;c4f1;False;136;79
r1b2k1r/5ppp/2pq1n2/2pn4/p7/N4N2/P1PQ1PPP/R3RBK1 w - - 0 16;a3c4;False;258;149
3rr1k1/ppp2ppp/2n5/6nq/3P1Q2/2P1N3/PBP3PP/4RRK1 w - - 2 20;d4d5;False;205;161
3rr1k1/ppp2ppp/8/3Pn1nq/5Q2/2P1N3/PBP3PP/4RRK1 w - - 1 21;c3c4;False;103;80
4rr1k/pppq2b1/2np2pp/5b2/2BB1P1N/2P3P1/PP1Q3P/4RRK1 b - - 2 22;h8h7;False;9;165
7r/pp2n1p1/1b1pp2p/n1pPP3/5P1k/6R1/P3B1PP/5RK1 w - - 4 28;g3b3;False;3999;4235
3rr1k1/ppp3pp/5pq1/3Pn1n1/2P2Q2/2B1N3/P1P3PP/4RRK1 w - - 2 23;f4f5;False;29;120
3rr1k1/ppp2npp/5pq1/3PnQ2/2P5/2B1N3/P1P3PP/4RRK1 w - - 4 24;c4c5;False;0;77
1r5r/4kppp/2p1bn2/2N5/5n2/5N2/P1P2PPP/R3RBK1 w - - 1 21;f3e5;False;463;118
r1b1kbnr/pp1pppp1/2n4p/1N6/1q2P3/2N1B3/P1P2PPP/R2QKB1R w KQkq - 2 8;b5c7;False;330;143
r1bqk2r/pp1n1ppp/2pp1n2/2b1p3/2B1PP2/2NP1N2/PPP3PP/R1BQK2R w KQkq - 1 7;f3g5;False;-3;93
rn2kb1r/ppp1q1pp/2n5/5p2/3PN1b1/2PB1N2/PP4PP/R1BQK2R w KQkq - 0 11;e1g1;False;211;107
r1bq1rk1/p2n1ppp/2pp1n2/1pb1pPN1/2B1P3/2NP4/PPP3PP/R1BQK2R w KQ - 0 9;c4b3;False;-51;108
rn2kb1r/pppq2pp/2n5/8/3PB1b1/2P2N2/PP4PP/R1BQ1RK1 w kq - 1 13;d1b3;False;368;115
r1b2rk1/2qn1ppp/2pp1n2/p1b5/PpNPPp2/1B3N2/1PP1Q1PP/R1B1K2R w KQ - 1 14;d4c5;True;114;159
r1b2rk1/2qn1ppp/2p2n2/p1Pp4/PpN1Pp2/1B3N2/1PP1Q1PP/R1B1K2R w KQ - 0 15;c4b6;False;-15;90
r1bq1rk1/3n1ppp/2pp1n2/ppb1pPN1/4P3/1BNP4/PPP3PP/R1BQK2R w KQ - 0 10;a2a3;False;-18;141
r5k1/2qn1ppp/b1p2n2/p1Pp4/Pp2Pp2/1B3N2/1PP1Q1PP/R1B1K2R w KQ - 0 17;e2d2;False;-61;173
r1b2rk1/3n1ppp/1qpp1n2/ppb1pPN1/4P3/PBNP4/1PP3PP/R1BQK2R w KQ - 1 11;h2h4;False;-37;125
1n2qr1k/rbppb1pp/pp2p2n/3PPp2/2P2P2/1QNBB2P/PP2N1P1/R4RK1 w - - 3 14;d5d6;False;262;119
4r1k1/2qn1ppp/b1p2n2/p1Pp4/Pp2Pp2/1B3N2/1PPQ2PP/R1B1K2R w KQ - 2 18;e1d1;False;-182;68
1n2qr1k/rbpp2pp/pp1Pp2n/4Pp2/2P2P1b/1QNBB2P/PP2N1P1/R4RK1 w - - 1 15;e2d4;False;335;186
rn2k2r/pppq2pB/5b2/n7/3P4/2P2R2/PPQ3PP/R1B3K1 w kq - 1 17;c2g6;False;464;224
r4rk1/3n1ppp/bqpp1n2/1pb1pPN1/p3P2P/PBNP1Q2/1PP3P1/R1B1K2R w KQ - 0 13;b3a2;False;-50;84
r3kbnr/ppp2ppp/2np4/8/3PPB1q/2N2b2/PPP1K1PP/R2Q1B1R w kq - 0 8;g2f3;True;60;151
4r1k1/2q2ppp/b7/p1pp4/Pp1Qnp2/1P3N2/1P4PP/R1BKR3 w - - 0 22;d4d2;False;-115;411
r4rk1/3n1ppp/b1pp1n2/1qb1pPN1/Np2P2P/P2P1Q2/BPP3P1/R1B1K2R w KQ - 1 15;a3b4;True;3;86
4r1k1/2q2ppp/b7/p2p4/Ppp1np2/1P3N2/1P1Q2PP/R1BKR3 w - - 0 23;d2c2;False;-222;78
4r1k1/2q2p1p/b7/p2p2p1/Ppp1np2/1P3N2/1PQ3PP/R1BKR3 w - - 0 24;f3g5;True;-144;125
4r1k1/3q1p1p/b7/p2p2N1/Ppp1np2/1P6/1PQ3PP/R1BKR3 w - - 1 25;g5e4;True;-300;213
r4rk1/5ppp/b1p2n2/1qnppPN1/Nb2P2P/2PP1Q2/1P4P1/RBB1K2R w KQ - 2 18;a4c5;True;-48;68
3r2k1/5p1p/b7/p7/Ppp1p1q1/1P3P2/1P2Q2P/R1BKR3 w - - 1 29;c1d2;False;-184;74
r1bqk1nr/ppp2p1p/2np4/6b1/3PPp2/2N2N2/PPP3P1/R1BQKB1R w KQkq - 0 8;g2g3;False;162;72
r2qk1nr/ppp2p1p/2np4/6b1/3PPpb1/2N2NP1/PPP5/R1BQKB1R w KQkq - 1 9;g3f4;True;94;67
5rk1/1b3ppp/2p2n2/1qbppPN1/4P2P/2PP1Q2/rPB3P1/1RB1K2R w K - 4 21;g5h3;False;-72;58
2kr3r/ppp1bpp1/3p1nn1/q2P3p/4PP1P/2NQ2B1/PPP1BK2/R6R w - - 1 16;b2b4;False;203;120
2kr3r/ppp1bpp1/1q1p1nn1/3P3p/1P2PP1P/2NQ2B1/P1P1BK2/R6R w - - 1 17;f2f3;False;198;173
1r5k/3p3p/p2Pp1n1/5p2/2P5/Q1N4P/3qBRP1/6K1 w - - 3 31;c4c5;False;316;84
2kr3r/ppp1bpp1/1q1p2n1/3P3p/1P2PPnP/2NQ1KB1/P1P1B3/R6R w - - 3 18;a1b1;False;58;178
3r2k1/1b3pp1/2p2n2/1qbppP1p/4P2P/2PP1Q2/rPB2NP1/1RB1K2R w K - 2 23;c1g5;False;-51;127
2kr3r/ppp2pp1/1q1p1bn1/3P3p/1P2PPnP/2NQ1KB1/P1P1B3/1R5R w - - 5 19;a2a4;False;55;181
1r5k/3p3p/p2Pp1n1/2P2p2/8/Q1N1q2P/4BRP1/6K1 w - - 1 32;e2f1;False;293;112
2kr3r/1pp2pp1/pq1p1bn1/3P3p/PP2PPnP/2NQ1KB1/2P1B3/1R5R w - - 0 20;b1b3;False;112;408
6k1/1b3pp1/2pr1n2/1q2pPBp/4P2P/2P2QK1/1rB3P1/1R5R w - - 2 27;h1d1;False;173;176
6k1/1b3pp1/2p2n2/1q2pPBp/4P2P/2P2QK1/1rB3P1/1R1r4 w - - 0 28;b1d1;True;-31;138
r2qkb2/ppp5/2n4r/3pp3/6b1/3Q4/PPPPNPPP/RNB2RK1 b q - 2 10;e5e4;False;351;191
6k1/1b3pp1/1qp5/4pPBp/4P1nP/2P2QK1/1rBR2P1/8 w - - 3 30;f3d1;False;-78;115
6k1/1b4p1/1qp2p2/4pPBp/4P1nP/2P3K1/1rBR2P1/3Q4 w - - 0 31;d2d8;False;-188;100
3R4/1b1Q2pk/2p2p2/2q1pPBp/4P1nP/2P3K1/1rB3P1/8 w - - 4 33;d7e8;False;0;582
r1b1k1nr/ppppq1pp/2n2p2/8/2B1P3/2Q2N2/P4PPP/R1B2RK1 w kq - 0 11;c1a3;False;213;50
r1b1k1nr/ppp1q1pp/2np1p2/8/2B1P3/B1Q2N2/P4PPP/R4RK1 w kq - 0 12;c4d5;False;159;97
r3kb2/ppp5/7r/3p4/4p2q/5n1P/PPPP1PP1/RNBQ1R1K b q - 4 15;h4h3;True;2770;2367
r3k1nr/pppbq1pp/2np1p2/3B4/4P3/B1Q2N2/P4PPP/R4RK1 w kq - 2 13;f1e1;False;312;94
4Q3/1b4pk/2p2p2/4pPBp/4P2P/7K/1rB2nP1/4q3 w - - 2 38;h3g3;False;-317;3678
r3k3/ppp5/3b4/3p4/4p1K1/5n2/PPPP1P1r/RNBQ1R2 b q - 5 19;h2h4;False;522;100
2k4r/2p1rpp1/p2p4/3P4/3NPP1p/2R2B1K/8/5n2 w - - 4 36;c3b3;False;-60;125
r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPNBPPP/R2Q1RK1 b - - 0 9;e4f4;False;-17;67
2k1r2r/2p2p2/p1Np2p1/3P4/4PP1p/1R3B1K/8/5n2 w - - 2 38;e4e5;False;-36;197
8/8/1kp5/4p2Q/4P1nP/6P1/1rB1b3/6K1 w - - 1 54;h5f7;False;299;65
8/Q7/2p5/4p3/2k1P1nP/6P1/1rB1b3/6K1 w - - 5 56;a7a4;False;466;212
r1bk3r/pppp1ppp/2n2n2/1N6/2P2q2/5N2/PP2BPPP/R2Q1RK1 b - - 2 11;f6g4;False;-5;102
r2q1rk1/pp1nnpp1/2p1b2p/3p2N1/2PQPB2/8/PP3PPP/2KR1B1R w - - 0 12;e4d5;True;83;98
r2q1rk1/pp3pp1/1n5p/3pnb2/2P2Q2/2N5/PP3PPP/2KR1B1R w - - 0 17;f4e5;True;6;69
rnbq1rk1/ppp2pbp/3p3n/8/2BPPNp1/2N2pP1/PPP4P/R1BQ1K1R w - - 3 12;h2h3;False;110;88
r1bq1rk1/ppp2pbp/2np3n/8/2BPPNp1/2N2pPP/PPP5/R1BQ1K1R w - - 1 13;f4h5;False;40;110
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4d3;False;57;93
r2kr3/pbpp1ppp/1pn4n/5q2/2P1N3/2N3P1/PP1Q1PBP/R4RK1 b - - 3 19;f7f6;False;-20;127
r1bqr1k1/1p3ppp/2nb2n1/p3p3/2Pp4/P2P1NP1/1PQN1PBP/R1B1R1K1 w - - 6 13;b2b3;False;16;56
r1bq1rk1/ppp1npbp/3p4/3N3N/2BPP1n1/2P2pPp/PP6/R1BQ1K1R w - - 1 16;d5f4;False;47;87
1k1r3r/pPp2ppp/5n2/1Nb4q/3P1pb1/3K1N2/PPP3PP/R1BQ1B1R w - - 5 12;d3c3;False;50;54
1k1r3r/pPp2ppp/5n2/1N5q/3b1pb1/2K2N2/PPP3PP/R1BQ1B1R w - - 0 13;b5d4;True;261;249
1brqr1k1/1p4p1/2n1bpnp/p1P1p3/2Np3P/PP1P1NP1/2Q2PB1/1RB1R1K1 w - - 0 18;c1d2;False;108;63
r2q1rk1/ppp2pbp/3pb1n1/7N/2BPP1n1/2P2pPN/PP6/R1BQ1K1R w - - 1 18;c4e6;True;107;90
1brqr2k/1p4p1/2n1bpnp/p1P1p3/2Np3P/PP1P1NP1/2QB1PB1/1R2R1K1 w - - 2 19;b3b4;False;160;53
1brqr2k/np4p1/4bpnp/2P1p3/1PNp3P/3P1NP1/2QB1PB1/1R2R1K1 w - - 1 21;c2c1;False;177;65
1k1r3r/pPp2ppp/1q3n2/1B6/3N1p2/1K3b2/PPP3PP/R1BQ3R w - - 0 16;d1f3;True;300;55
1brqr2k/1p4p1/4bpnp/1nP1p3/1PNp3P/3P1NP1/3B1PB1/1RQ1R1K1 w - - 3 22;f3h2;False;134;75
1k5r/pPp2ppp/2Q2n2/qB6/3r1p2/1K6/PPP3PP/R1B4R w - - 2 18;c2c3;False;202;87
2r1r1k1/p4pp1/3R3p/8/1pB2P2/4N3/P5bP/2K1R3 w - - 0 31;d6d4;False;224;102
r3q1k1/ppp2r1p/3p2n1/7N/3PP1Q1/2P2pP1/PP6/2R2K1R w - - 1 24;c3c4;False;-30;55
1r1k4/1nppr1pp/1p1n1p2/p4q2/1PP1NP2/P2Q2P1/6BP/3RR2K b - - 0 28;a5b4;True;-8;87
1k5r/1Pp2ppp/p2r4/q2n4/B1Q2p2/1KP5/PP4PP/R1B4R w - - 2 21;b3a3;False;260;88
2kr3r/ppp2ppp/2n5/b2q1b2/3N3R/2P5/P3QPPP/RNB3K1 b - - 1 19;d8e8;False;514;118
r3q1k1/ppp2r1p/6n1/4P2N/2pP2Q1/5pP1/PP6/2R2K1R w - - 0 26;c1c4;True;252;66
4r1k1/ppR4p/5qn1/8/3P2Q1/1P3pP1/P7/5K1R w - - 1 31;g4d7;False;407;162
1b2r2k/npr1n1p1/5q1p/R1P1p2P/1P1p1pP1/3P1Q2/3B1PBN/4R1K1 w - - 0 32;f3e4;False;264;74
1b2r1qk/np4p1/2n2rQp/2P1p2P/1P1pBpPN/3P4/3B1P2/R3R1K1 w - - 12 38;e4d5;False;429;182
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4c3;True;63;117
r1b1k1nr/pppp1ppp/2n3q1/b3P1B1/2B5/1Qp2N2/P4PPP/RN3RK1 b kq - 0 10;b7b5;False;131;79
r1b1k1nr/p1pp1ppp/2n3q1/bp1BP1B1/8/1Qp2N2/P4PPP/RN3RK1 b kq - 1 11;b5b4;False;81;132
r1b1k1nr/p1pp1ppp/2n3q1/b2BP1B1/1p6/1Qp2N2/P4PPP/RN2R1K1 b kq - 1 12;h7h6;False;17;81
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4c3;True;29;68
r1b1k1nr/p1pp2p1/2n1p1qp/b2B4/1p5B/1Qp2N2/P4PPP/RN2R1K1 b kq - 1 14;a8b8;False;71;158
rn1qr1k1/ppp3pp/3b4/3P1p2/4BP2/5Q2/PPP3PP/R1B1K1NR w KQ - 0 12;g1e2;False;76;53
1rb1k1nr/p1p3p1/2p1p1qp/b7/1p5B/1QN2N2/P4PPP/R3R1K1 b k - 0 16;a5b6;False;-45;238
r1b1k1nr/pppp1ppp/2n2q2/b7/2B1P3/1Qp2N2/P4PPP/RNB2RK1 w kq - 2 9;c1g5;False;49;88
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4d3;False;2;53
1r2qk1r/p1p3p1/1bp2n1p/4NQ2/1p5B/2N5/P4PPP/3R2K1 b - - 4 21;e8h5;False;80;80
r1b1k2r/pppp1ppp/2n2nq1/6B1/2B1P3/2Q2N2/P4PPP/R4RK1 w kq - 1 12;c4d3;False;59;118
1r5r/p1p2kp1/1bp2n1p/4NQ1q/1p5B/2N5/P4PPP/3R2K1 b - - 8 23;f7g8;False;0;50
r1b1k2r/p1ppnppp/2n1q3/bp2P3/8/3B1N2/P1Q1NPPP/R1B2RK1 b kq - 3 13;e7g6;False;205;230
1r5r/p1p3pk/1bp1QB1p/4N2q/1p6/2N5/P4PPP/3R2K1 b - - 0 25;b4c3;True;0;262
r1b1k2r/p1pp1ppp/2n1q1n1/bp2P3/5B2/3B1N2/P1Q1NPPP/R4RK1 b kq - 5 14;e8g8;False;257;101
1r5r/p1pR2pk/1bp1QB1p/4N2q/8/2p5/P4PPP/6K1 b - - 1 26;h8g8;False;-63;173
r1b2rk1/p1pp1ppp/2n1q1n1/bp2P3/5B2/3B1N2/P1Q1NPPP/2R2RK1 b - - 7 15;a7a6;False;275;151
8/k1p4r/8/P1R2p2/8/2KB4/8/8 w - - 0 45;c5f5;True;480;110
1r4r1/p1pR2pk/1bp1QB1p/4N2q/6P1/2p5/P4P1P/6K1 b - - 0 27;c3c2;False;-208;309
r1b2rk1/2pp1ppp/p1n1q1n1/bp2P3/5B2/3B1N2/P1Q1NPPP/2RR2K1 b - - 1 16;c8b7;False;277;179
r1b2rk1/p1pp1ppp/2n3q1/1p1nP1B1/8/2QB1N2/P4PPP/4RRK1 w - - 1 15;c3c2;False;121;68
8/k1p1r3/8/P4R2/8/2KB4/8/8 w - - 1 46;f5g5;False;489;126
r4rk1/1bpp1ppp/p1n1q1n1/bp2P3/8/3B1NB1/P1Q1NPPP/2RR2K1 b - - 3 17;a5b6;False;317;280
4r1k1/1pp1r1pp/p2b3q/3P1p2/3BnP2/2N2Q2/PPP1R1PP/5RK1 w - - 6 21;c3e4;True;72;81
4r1k1/1pp3pp/p2b3q/3P1p2/3BrP2/5Q2/PPP1R1PP/5RK1 w - - 0 22;d4e5;False;12;59
r4rk1/1bpp1ppp/pbn1q1n1/1p2P3/4B3/5NB1/P1Q1NPPP/2RR2K1 b - - 5 18;a8e8;False;221;138
8/k1p3r1/8/P3R3/8/2KB4/8/8 w - - 5 48;e5e8;False;534;191
4rrk1/1bpp1ppp/pbn1q1n1/1p2P3/4B3/5NB1/P3NPPP/1QRR2K1 b - - 7 19;e6e7;False;91;51
4rrk1/1bppqppp/pbn3n1/1p2P3/4BN2/5NB1/P4PPP/1QRR2K1 b - - 9 20;c6a5;False;54;131
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4d3;False;59;117
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq - 1 6;e1g1;False;31;50
4rrk1/1nppqppp/pb4n1/1p1NP3/8/5NB1/P4PPP/1QRR2K1 b - - 1 22;e7d8;False;-80;70
r1bqkb1r/pppp1ppp/n1n5/4P3/3P4/5N2/PPP3PP/RNBQKB1R w KQkq - 1 7;f1c4;False;267;143
r1bq1rk1/ppp2ppp/1b1p2n1/n2P4/4P3/2NB1N2/PB3PPP/R2Q1RK1 w - - 7 13;d1d2;False;-1;105
r1b2rk1/pppp1ppp/1bn4q/4P3/8/1QPB1N2/P2N1PPP/3R1RK1 b - - 0 14;d7d5;False;139;82
r1bq1rk1/ppb3pp/3p1pn1/n1pP4/4P3/3B1N2/PB1QNPPP/2R2RK1 w - - 2 16;e2g3;False;-5;81
r4rk1/pp3ppp/1bnp3q/3Q4/4N1b1/2PB1N2/P4PPP/3R1RK1 b - - 3 17;a8d8;False;185;69
r1bqkb1r/pppp1ppp/2B5/8/3QP3/8/PPP2PPP/RNB1K2R b KQkq - 0 7;b7c6;True;0;57
r1bqkb1r/p1pp1ppp/2p5/8/3QP3/2N5/PPP2PPP/R1B1K2R b KQkq - 1 8;d8e7;False;-53;69
3r1rk1/pp3pq1/1bnp2pp/3Q4/2B1N1b1/2P2N2/P4PPP/3RR1K1 b - - 1 21;g4f3;True;161;97
r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/2N2N1P/PPPP1PP1/R1BQK2R b KQkq - 0 6;g7g6;False;23;70
1r1q1rk1/p1b3pp/b2p1pn1/n2P1N2/1ppBP3/5N2/P2Q1PPP/1BR2R1K w - - 2 21;f1g1;False;-48;63
r1bq1rk1/1pp2pb1/p1np1npp/4p3/B3P3/2NPBN1P/PPP2PP1/R2Q1RK1 b - - 1 10;f6e8;False;50;82
3r1r2/pp5k/1bnNR1pp/3Q1p2/2B2P2/2q5/P4P1P/3R2K1 b - - 1 25;b6d4;False;111;105
3r1r2/pp4bk/2nNR1pp/3Q1p2/2B2P2/2q1R3/P4P1P/6K1 b - - 5 27;c3a1;False;242;173
r2k1b1r/p1pb1qpp/2pp4/8/3Q4/2N3B1/PPP2PPP/3RR1K1 b - - 4 15;h8g8;False;-118;65
4qrk1/1rb3pp/b2pNp2/n2P1N2/1p2P3/2p1B3/P4PPP/1Bn1Q1RK w - - 2 27;e3c1;True;216;180
4q1k1/1rb2rpp/b2pNp2/n2P1N2/1p2P3/2p5/P4PPP/1BB1Q1RK w - - 1 28;g2g4;False;197;148
r1k2br1/p1pb1qpp/2pp4/8/Q3N3/6B1/PPP2PPP/3RR1K1 b - - 8 17;a7a6;False;-126;55
8/p6k/2N2bpp/5p2/5r2/6R1/P4PKP/8 b - - 0 35;f4a4;False;191;72
r1k2br1/2pb2pp/p1pp4/5q2/4N3/2Q3B1/PPP2PPP/3RR1K1 b - - 3 19;f8e7;False;-110;83
6k1/1R6/5bpp/p2N1p2/r7/8/P4PKP/8 b - - 1 39;f6g7;False;160;142
r3r3/2pkb2p/p1pp4/4B1p1/8/5P2/PPP3PP/3RR1K1 b - - 0 24;e7f8;False;15;50
rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9;f4f3;False;118;118
r1bqk1nr/pppp1pbp/2n3p1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 2 6;g8e7;False;-71;68
rnbqk2r/ppp2p1p/3b4/1B1PN2n/3P2pP/5p2/PPP3P1/RNBQ1RK1 b kq - 1 10;c7c6;False;150;50
r1bqk2r/ppppnpbp/2n3p1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 4 7;d7d6;False;-55;61
r1bq1rk1/1pp2ppp/p1np1b2/3Q4/4PP2/2N5/PPPBB1PP/2KR3R b - - 0 12;g7g6;False;39;167
rnbq1rk1/pp3p1p/2Pb4/1B2N2n/3P2pP/5p2/PPP3P1/RNB1QRK1 b - - 0 12;d8b6;False;278;145
r1bq1rk1/ppp1npbp/2np2p1/8/2BNPP2/2N1B3/PPP3PP/R2Q1RK1 b - - 0 9;c6a5;False;-19;80
r2q1rk1/1bppbpp1/p1n2n1p/1p2p3/4P2B/1BPP1N2/PP1NQPPP/R3K2R b KQ - 3 11;g8h8;False;13;61
r1bq1rk1/1pp2pbp/p1np2p1/8/4PP1P/2NQ4/PPPBB1P1/2KR3R b - - 0 14;h7h5;False;-121;96
r1bq1rk1/1pp2pb1/p1np2p1/7P/4PPp1/2NQ4/PPPBB3/2KR3R b - - 0 16;c8e6;False;-183;92
r2q1r1k/1bp1bpp1/2n2n1p/p3p3/B3P2B/2P2N2/1PQ2PPP/R3KN1R b KQ - 0 16;f6d7;False;93;105
r3qrk1/1pp3b1/p1npb1p1/3NP3/5Pp1/3Q4/PPPBB3/2KR3R b - - 2 19;e8f7;False;-120;89
r2q1r1k/1bp1bpp1/2n4p/p1n1p3/B3P3/2P2NB1/1PQ2PPP/3RKN1R b K - 4 18;d8e8;False;61;58
r4rk1/1pp2q2/p1npbPp1/8/5Pp1/3Q4/PPPBB3/2KR3R b - - 0 21;e6f5;False;-177;50
r4rk1/1pp2q2/p1np1Pp1/5b2/5Pp1/6Q1/PPPBB3/2KR3R b - - 2 22;f7a2;True;-199;153
r4rk1/1pp5/p1np1Pp1/5b2/5Pp1/2B3Q1/qPP1B3/2KR3R b - - 1 23;g8f7;False;-355;200
6rk/7n/3p1p1Q/2pP1P2/4p2P/1P2P1P1/r2qBRK1/8 b - - 9 43;d2d5;True;657;158
r1b2rk1/p2nq1pp/1ppbpn2/3p1p2/2PP4/1PN1PNP1/PB3PBP/R2Q1RK1 w - - 2 11;a2a3;False;53;53
r4rk1/pb1nq1pp/1ppb4/3ppp2/2PPn3/PPN1P1P1/1BQN1PBP/R4RK1 w - - 0 14;f1e1;False;44;68
2kr3r/ppp1npp1/1n2q3/3pP2p/3P1b1P/3B1N2/PPP2BP1/R2Q2KR w - - 1 19;d1e2;False;159;54
